AI,Industry,Status,Facility,sic,Facility Name,Physical Address,Municipality,County,State,Zip,Latitude,Longitude,NO_tpy,CO_tpy,VOC_tpy,PM10_tpy,SO2_tpy
32568,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Mewbourne - Layla 35 No2H,3.5 mi SE of Loving,Loving,Eddy,NM,88256    ,32.268333,-104.226111,,,,,
32575,O&G-Gas Plant,Active,Synthetic Minor,,Crestwood - Willow Lake Gas Processing Plant,2.67 mi SW of Malaga,Malaga,Eddy,NM,88263    ,32.194986,-104.103303,89.2,91.7,78.8,5.6,4.9
32582,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Colgate Energy - Parkway State 36-3H Tank Battery,20 mi NE of Carlsbad,Carlsbad,Eddy,NM,88220    ,32.614583,-104.035933,95,95,95,25,30
32601,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,"EOG - Endurance 36 No 1H, 3H, & 4H",19.6 mi SW of Jal,Jal,Lea,NM,88252    ,32.001044,-103.518464,13.4,11.1,44.4,,
32603,O&G-Loading/Unloading Rack,Active,Notice of Intent,,Legend NG - Winchester S. State No.1,12 mi SW of Malaga,Malaga,Eddy,NM,88263    ,32.154667,-104.111997,,,,,
32608,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Patton 5 Fee No 2H,10.41 mi S of Artesia,Artesia,Eddy,NM,88210    ,32.693806,-104.411389,0.32,0.27,12.7,0.17,15.92
32609,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Pinto 36 State Com No1H,10.24 mi SSW of Artesia,Artesia,Eddy,NM,88210    ,32.697611,-104.445694,0.25,0.21,28.99,0.17,10.39
32614,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Chevron - Peaches 19 Fed No1 Battery,11.6 mi SW of Malaga,Malaga,Eddy,NM,88263    ,32.121667,-104.227861,18.2137,17.038,19.8619,0.9897,0.712
32617,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Oxy USA - Madera 17 Federal No1H Tank Battery,12 mi SW of Jal,Jal,Lea,NM,88252    ,32.049528,-103.387722,0.237,0.199,85.8,0.018,0.0003
32623,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Oxy USA Inc - Corral Fly Federal No1H Tank Battery,7.5 mi SE of Malaga,Malaga,Eddy,NM,88263    ,32.175694,-103.957472,,,,,
32624,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Oxy USA Inc - West Lusk 28 1H Battery,15.7 mi S of Maljamar,Maljamar,Lea,NM,88264    ,32.625833,-103.769972,,1.91,24.2,,2.10
32626,O&G-Production Facility,Active,Notice of Intent,,BP - NEBU 496A and various site Portable Packages,Portable Sources,Portable Source,Portable Source,NM,77777    ,36.9,-107.51,,,,,
32632,O&G-Compressor Station,Active,Minor,,Hilcorp - Portable Streamline Cat 3306TA,Portable,Portable Source,Portable Source,NM,77777    ,,,,,,,
32632,O&G-Compressor Station,Active,Minor,,Hilcorp - Portable Streamline Cat 3306TA,Portable,Portable Source,Santa Fe,NM,77777    ,,,,,,,
32635,O&G-Compressor Station,Active,Notice of Intent,,Yeso Development SWD,13 miles East of Artesia,Artesia,Eddy,NM,88210    ,32.818953,-104.178772,,,14.1,,
32642,O&G-Production Facility,Active,Notice of Intent,,Devon - Thistle Unit 44 H,25 mi NW of Jal,Jal,Lea,NM,88252    ,32.255,-103.579472,19.7,24.8,55.9,,
32643,O&G-Production Facility,Active,Notice of Intent,,Devon - Cotton Draw 15 Fed Com 2H,33 miles West of Jal,Jal,Lea,NM,88252    ,32.136778,-103.763778,,,,,
32644,O&G-Production Facility,Active,Notice of Intent,,Devon - Bell Lake 19 State 1H ,25 miles N.E. of Jal,Jal,Lea,NM,88252    ,32.196464,-103.617564,10.0,19.8,45.3,1.4,30
32647,O&G-Production Facility,Active,Notice of Intent,,Devon Energy - Nermal 4 State 1H,4 miles south of Malaga ,Malaga,Eddy,NM,88263    ,32.165936,-104.094625,21.9,17.11,41.78,0.73,
32648,O&G-Compressor Station,Active,Notice of Intent,,Bilbry Basin 5 State No. 1H,41 miles SW of Lovington,Lovington,Lea,NM,88260    ,32.415528,-103.700444,7.29,14.0,61.32,0.24,
32652,O&G-Production Facility,Active,Notice of Intent,,Kaiser-Francis Oil Company - Bell Lake N 3-6,21.5 mi SW of Eunice,Eunice,Lea,NM,88231    ,32.335417,-103.502806,10.5,2.33,4.7,,7.23
32657,O&G-Production Facility,Active,Notice of Intent,,Oxy USA Inc - Madera 35 Fed 1H Tank Battery,16.5 mi WSW of Jal,Jal,Lea,NM,88252    ,32.005925,-103.447728,,,85.4,,
32658,O&G-Production Facility,Active,Notice of Intent,,Oxy USA Inc - Sam Fed 26 No2 Tank Battery,12.8 mi S of Loving,Loving,Eddy,NM,88256    ,32.102756,-104.055642,,,,,
32660,O&G-Production Facility,Active,Notice of Intent,,DJR - Lybrook I02-2308,~5.5 mi E of Nageezi,Nageezi,San Juan,NM,87413    ,36.25519,-107.644639,5.28,9.3,88.43,3.58,
32662,O&G-Compressor Station,Active,Synthetic Minor,,Poker Lake No1 Compressor Station,12 mi SE of Loving,Loving,Eddy,NM,88256    ,32.204831,-103.913008,90.1,91.02,63.4,3.8,2.6
32668,O&G-Compressor Station,Active,Synthetic Minor,,Trunk C Compressor Station,15 mi SE of Loving,Loving,Eddy,NM,88256    ,32.14525,-103.878028,80.0,70.7,53.1,2.7,1.8
32672,O&G-Production Facility,Active,Notice of Intent,,"Hilcorp - Ropco 16-01, 16-01H & Salty Dog No 5 SWD",1 mi E of Kirtland,Kirtland,San Juan,NM,87417    ,36.731111,-108.311111,6.35,11.04,11.41,,
32674,O&G-Production Facility,Active,Notice of Intent,,Catena - Ironhouse 24 State Com 1H,22 mi W of Hobbs,Hobbs,Lea,NM,88240    ,32.726467,-103.507947,6.0,11.4,83.1,,
32693,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy - Cottonwood Draw 22 Fed Com 1H,7 mi SE of Whites City,Whites City,Eddy,NM,88268    ,32.111667,-104.274444,8,8.07,11.78,,
32695,O&G-Production Facility,Active,Notice of Intent,,"Enduring Resources - NE Chaco Com No190,191 Well Site",3.3 mi W of Counsler,Counsler,San Juan,NM,87018    ,36.20743,-107.51728,20.1,24.1,94.6,2.5,
32695,O&G-Production Facility,Active,Notice of Intent,,"Enduring Resources - NE Chaco Com No190,191 Well Site",3.3 mi W of Counsler,Counsler,Sandoval,NM,87018    ,36.20743,-107.51728,20.1,24.1,94.6,2.5,
32697,O&G-Production Facility,Active,Notice of Intent,,EOG - Fox 30 State Com No3H and 4H Production Facility,17.5 mi W of Jal,Jal,Lea,NM,88252    ,32.10275,-103.502228,23.8,27.4,45,,
32698,O&G-Production Facility,Active,Notice of Intent,,EOG - Javelina 30 Fed Com No 3H & 4H,18.6 mi W of Jal,Jal,Lea,NM,88252    ,32.418389,-103.986,1.2,1.7,4.2,,
32699,O&G-Production Facility,Active,Notice of Intent,,EOG - Hawk 25 Fed No 1H and Falcon 25 Fed No 2H,18.6 mi W of Jal,Jal,Lea,NM,88252    ,32.195111,-103.530717,1.5,1.9,73.6,,
32700,O&G-Production Facility,Active,Notice of Intent,,EOG - Javelina 30 Fed Com No 1H & 2H,18.3 mi W of Jal,Jal,Lea,NM,88252    ,32.100014,-103.514844,1.2,1.7,56.3,,
32701,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy Co of Colorado - County Line 1 Federal 3H,10 mi N of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.954167,-104.020833,2.8,5.4,27.9,,
32705,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy Co - White City 10 Federal 3H,6.36 mi ESE of Whites City,Whites City,Eddy,NM,88268    ,32.138611,-104.273611,19.1,1.9,29.4,,
32706,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Chosa Draw 27 Federal 3H Facility,7.8 mi SE of White City,Whites City,Eddy,NM,88268    ,32.10035,-104.2748,18.13,24.26,13.26,,
32707,O&G-Production Facility,Active,Notice of Intent,,Cimarex - New Sheriff 10 Federal Com1,30.60 mi NW of Hobbs,Hobbs,Lea,NM,88240    ,32.581322,-103.643433,3.7,7.4,11.7,,
32708,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Smith No2,28.8 mi W of Hobbs,Hobbs,Lea,NM,88240    ,32.6248,-103.609211,,,,,
32709,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Cottonwood Draw 22 Fed Com 12H,7 mi SE of White City,Whites City,Eddy,NM,88268    ,32.108889,-104.274722,2.2,3.4,16.1,,
32717,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Laguna Deep Federal Unit 8,32 mi SW of Hobbs,Hobbs,Lea,NM,88240    ,32.625736,-103.62315,3.7,2.2,45,,
32718,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Wigeon 23 Federal Com 1,8.1 mi SE of Whites City,Whites City,Eddy,NM,88220    ,32.112639,-104.260139,19.05,1.94,13.35,,
32719,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Laguna Deep Federal Unit 2,32 mi SW of Hobbs,Hobbs,Lea,NM,88240    ,32.626728,-103.636128,1.1,2.2,11.6,,
32720,O&G-Production Facility,Active,Notice of Intent,,EOG - Brown Bear 36 State No 1H & 2H,19 mi W of Jal,Jal,Lea,NM,88252    ,32.080217,-103.531944,11.18,11.75,76.1,,
32726,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,"Chevron USA, Inc - Cotton Hills Tank Battery",14.2 mi SW of Malaga,Malaga,Eddy,NM,88263    ,32.034386,-104.163969,,,,,
32727,O&G-Production Facility,Active,Notice of Intent,,Hilcorp - San Juan 30-6 Units 454 and 81,12.1 mi E of Navajo Dam,Navajo,McKinley,NM,87419    ,36.816389,-107.48,,,,,
32742,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,"COG Operating, LLC - Lightning P38 State No3H Battery",21.51 mi NW of Eunice,Eunice,Lea,NM,88231    ,32.514056,-103.519611,,,,,
32743,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Tarpan 33 Fee No 3H Battery,10.06 mi S of Artesia,Artesia,Eddy,NM,88210    ,32.697778,-104.39,,,,,
32744,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Paint 32 Fee No1H Battery,9.65 mi S of Artesia,Artesia,Eddy,NM,88210    ,32.116667,-104.066667,,,16.20,,15.92
32745,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Cimarex Energy Co - Quail Ridge 32 State 4H,27 mi W of Hobbs,Hobbs,Lea,NM,88240    ,32.611842,-103.574394,,,,,
32746,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Wigeon 23 Federal Com 2,7.8 mi Se Of Whitex City,White City,Eddy,NM,88220    ,32.118961,-104.2591,18.9,18.9,9.6,,
32747,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,COG Operating -  Stratocone 32 State No 1H Battery,20.09 mi NW of Eunice,Eunice,Lea,NM,88231    ,32.528583,-103.486694,,,35.80,,
32749,O&G-Loading/Unloading Rack,Active,Notice of Intent,,"Pacer Energy Marketing, LLC - Lamy Rail Loading Facility",.25 mi SW of Lamy,Lamy,Santa Fe,NM,87540    ,35.479033,-105.8825,,,,,
32761,O&G-Production Facility,Active,Notice of Intent,,Murchison Oil and Gas Inc - Caprock Fee No1,12.4 mi SE of Caprock,Caprock,Lea,NM,88213    ,33.245189,-103.591481,,,6.4,,
32762,O&G-Production Facility,Active,Notice of Intent,,Murchison  - Carbon Valley 25 Fed Com 5H,11 mi NE of Artesia,Artesia,Eddy,NM,88210    ,32.891278,-104.22475,,,7.0,,
32763,O&G-Production Facility,Active,Notice of Intent,,Murchison Oil and Gas Inc - Carbon Valley 25 Fed Com 6H,10 mi NE of Artesia,Artesia,Eddy,NM,88210    ,32.888611,-104.225,,,3.9,,
32764,O&G-Production Facility,Active,Notice of Intent,,Murchison Oil & Gas Inc - Carbon Valley 26 Fed Com 1H,9.96 mi NE of Artesia,Artesia,Eddy,NM,88210    ,32.891667,-104.242222,,,4.7,,
32765,O&G-Production Facility,Active,Notice of Intent,,Murchison  - Carbon Valley 26 Fed Com 2H,9.90 mi NE of Artesia,Artesia,Eddy,NM,88210    ,32.888889,-104.242222,,,4.1,,
32769,O&G-Production Facility,Active,Notice of Intent,,Murchison Oil & Gas Inc - High Tower St. Com No2 & No3,25.12 mi SE of Lovington,Lovington,Lea,NM,88260    ,33.248056,-103.598611,,,7.5,,
32774,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Seldom Seen 15 Federal 1H,7 mi SE of Whites City,Whites City,Eddy,NM,88268    ,32.124331,-104.274189,1.96,3.92,58.93,.92,
32775,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Bear Bryant 31 Federal 1H,10 mi N of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.876111,-104.118056,8.8,9.9,40.6,,
32784,O&G-Production Facility,Active,Notice of Intent,,Enduring Resources LLC - Chaco 2307-12E No168H,14.5 mi W of Nageezi,Nageezi,Rio Arriba,NM,87037    ,36.242831,-107.535211,14.1,24.3,93.8,1.2,
32796,O&G-Production Facility,Active,Notice of Intent,,Devon Energy - Cotton Draw Unit 33 Fed 1H,30 mi NW of Jal,Jal,Lea,NM,,32.180322,-103.683967,23.5,20.8,63.8,1.2,
32797,O&G-Production Facility,Active,Notice of Intent,,BP - NEBU 491A and others,Not On File,Portable Source,Portable Source,NM,77777    ,,,,,,,
32800,O&G-Gas Plant,Active,Major-Title V ,,Zia II Gas Plant,15 mi SE of Loco Hills,Loco Hills,Lea,NM,88255    ,32.643022,-103.808867,274.7,117.9,155.5,20.1,114.8
32802,O&G-Tank Battery/Bulk Fuel Storage,Active,Minor,,Chevron - Skeen Tank Battery,11.6 mi SW of Malaga,Malaga,Eddy,NM,88263    ,32.076167,-104.166444,20.2,17.7,41.8,,
32807,O&G-Production Facility,Active,Notice of Intent,,"Cimarex Energy - Pennzoil B-36 State 1,2,3",30.5 mi W of Hobbs,Hobbs,Lea,NM,88240    ,32.618442,-103.610419,0.43,0.36,21.93,,
32824,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Chevron USA Inc - Brinninstool Tank Battery ,23.9 mi NW of Jal,Jal,Lea,NM,88252    ,32.296889,-103.539194,25.6,50.7,46.1,,
32825,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Oxy USA Inc - Misty Ivore CTB,14.4 mi SW of Maljamar,Maljamar,Lea,NM,88264    ,32.7,-103.934833,7.1,19.2,97,1.5,
32836,O&G-Production Facility,Active,Notice of Intent,,DJR - Lybrook M31-2306,19.0 mi ESE of Nageezi,Nageezi,Sandoval,NM,87037    ,36.1791,-107.51617,9.7,19.0,38.1,,
32837,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Submarine 10 Fed Com No2H Battery,4.92 mi NW of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.852111,-104.053778,,,60.71,,
32838,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Dodd Federal Unit 11A Battery,4.40 mi NW of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.844778,-104.048639,,,55.22,,
32839,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Clydesdale 1 Fee No1H Battery,10.30 mi S of Artesia,Artesia,Eddy,NM,88210    ,32.695667,-104.430556,,,13.6,,
32840,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Spur - Dodd Federal Unit 10A Battery,4.72 mi NW of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.842528,-104.061806,0.32,0.27,46.79,0.13,
32859,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Chevron - Hayhurst 16 Tank Battery,9.5 mi SW of Malaga,Malaga,Eddy,NM,88263    ,32.135,-104.195,.82,.69,31.7,0.42,
32861,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Chevron - Hayhurst 17/18 Tank Battery,10.7 mi SW of Malaga,Malaga,Eddy,NM,88263    ,32.134761,-104.222453,10.3,9.1,37.0,.6,
32862,O&G-Production Facility,Active,Notice of Intent,,Spur Energy  - Bluetail 8,7.5 mi NW of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.851944,-104.1025,0.41,1.07,30.67,,10
32865,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,"OXY USA, Inc - Federal 12-14H Tank Battery",23.17 mi E of Loving,Loving,Eddy,NM,88256    ,32.399528,-103.72375,,,10.8,,
32867,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Linn Operating - State A & B and State B Tank Battery,33.4 mi E of Artesia,Artesia,Eddy,NM,88211    ,32.832594,-103.872725,,,20.898,,
32868,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Linn Operating - State 36 Tank Battery,18 mi SE of Maljamar,Maljamar,Lea,NM,88264    ,32.790472,-103.610083,1.0,1.7,13.9,1.1,8.6
32869,O&G-Production Facility,Active,No Permit Required,,Henry Productions Portable Ajax Compressors,San Juan Basin,San Juan,San Juan,NM,77777    ,,,,,,,
32870,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy - Seldom Seen 15 Federal 3H,7 mi SE of Whites City,Whites City,Eddy,NM,88268    ,32.131944,-104.273333,3.26,19.35,61.68,,
32873,O&G-Production Facility,Active,Notice of Intent,,DJR - Escrito D30-2408,2.0 mi NE of Nageezi,Nageezi,San Juan,NM,87037    ,36.291358,-107.730626,4.5,9.3,33.2,3.6,
32875,O&G-Production Facility,Active,Notice of Intent,,Juniper Resources - Good Times L10-2410,13.0 mi NW of Nageezi,Nageezi,San Juan,NM,87037    ,36.32563,-107.89165,7.2,13.8,69,,
32880,O&G-Production Facility,Active,Notice of Intent,,Hilcorp - San Juan 28-7 182N,14.3 mi S of Navajo Dam,Navajo Dam,Rio Arriba,NM,87419    ,36.600556,-107.557222,19.3,15.7,69.1,10,10
32880,O&G-Production Facility,Active,Notice of Intent,,Hilcorp - San Juan 28-7 182N,14.3 mi S of Navajo Dam,Navajo Dam,San Juan,NM,87419    ,36.600556,-107.557222,19.3,15.7,69.1,10,10
32883,O&G-Production Facility,Active,Notice of Intent,,Hilcorp - Scott 102S and Scott 5A Twinned Production Location,7.6 mi NE of Aztec,Aztec,San Juan,NM,87410    ,36.939167,-107.863889,20.77,,9.61,,
32884,O&G-Production Facility,Active,Notice of Intent,,DJR - Escrito M07-2409,10.0 mi NW of Nageezi,Nageezi,San Juan,NM,87037    ,36.32412,-107.83755,8.15,15.78,37.11,,
32885,O&G-Production Facility,Active,Notice of Intent,,DJR - Escrito H31-2409,5.0 mi NW of Nageezi,Nageezi,Sandoval,NM,87037    ,36.2722,-107.82236,4.95,9.45,37.69,,
32886,O&G-Production Facility,Active,Synthetic Minor,,Cimarex - Cottonwood Hills 32 State,11.33 mi SE of Whites City,Whites City,Eddy,NM,88268    ,32.080361,-104.218581,5.6,10.7,49.7,0.6,0.06
32887,O&G-Production Facility,Active,Notice of Intent,,Hilcorp - Day 2C,4.5 mi W of Turley,Turley,San Juan,NM,87412    ,36.735833,-107.682778,19.3,15.7,52.5,10.1,10.4
32889,O&G-Loading/Unloading Rack,Active,Notice of Intent,,Western Refining Pipeline - Lybrook Station,5.7 mi NW of Counselor,Counselor,Rio Arriba,NM,87018    ,36.230833,-107.554444,,,,,
32891,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Linn Operating - Susco State Tank Battery,17 mi SW of Caprock,Caprock,Lea,NM,88213    ,33.513056,-103.600972,,,10.9,,
32898,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,"Chevron USA, Inc - J Keats Tank Battery",26 mi NW of Jal,Jal,Lea,NM,88252    ,32.24025,-103.620611,16.57,16.54,75.6,,
32899,O&G-Production Facility,Active,Notice of Intent,,Spur Energy - Darner 9,6.5 mi E of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.842478,-104.085856,,,37.3,,
32900,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy - Magnum 16 State 3H Facility,12.5 mi SW of of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.654444,-104.073889,1.1,2.0,20.7,,
32901,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy Co - Penny Pincher 21 Federal 1H,12.9 mi SE of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.651389,-103.879722,,,23.75,,
32905,O&G-Production Facility,Active,No Permit Required,,Valley Forge 20 State Com 3H Facility,11.1 mi N of Maljamar,Loco Hills,Chaves,NM,88264    ,33.003167,-103.836694,,,,,
32905,O&G-Production Facility,Active,No Permit Required,,Valley Forge 20 State Com 3H Facility,11.1 mi N of Maljamar,Loco Hills,Eddy,NM,88264    ,33.003167,-103.836694,,,,,
32906,O&G-Production Facility,Active,Notice of Intent,,"Cimarex-Lynch 23 Federal 1H, 4H ",24 mi SW of Hobbs,Hobbs,Lea,NM,88240    ,32.564958,-103.528258,4.4,8.8,27.4,,1.0
32908,O&G-Tank Battery/Bulk Fuel Storage,Active,Synthetic Minor,,Apache Corporation - Tony Federal Battery,4.0 mi ENE of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.831095,-103.912124,0.3,0.3,28.9,,
32910,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Apache Corporation - Coffee Federal Battery,4.33 mi ENE of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.837481,-103.909274,,,62.8,,
32925,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Parkway State 17 Com 2H,12.7 mi SW of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.658889,-104.089444,10.21,10.18,26.28,10.02,10
32926,O&G-Production Facility,Active,Notice of Intent,,Cimarex  - Gates JM Federal NCT 1-4,2.2 mid ENE of Whites City,Whites City,Eddy,NM,88268    ,32.192761,-104.335381,12.82,24.87,78.63,,
32927,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Saratoga 30 State Com 2,28.9 mi W of Lovington,Lovington,Lea,NM,88260    ,32.985556,-103.853889,,,34.47,,
32928,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Penny Pincher 21 Federal Com 3H,25.6 mi NE of Carlsbad,Carlsbad,Eddy,NM,88220    ,32.652339,-103.873208,,,29.50,,
32929,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Challenger 24 Fee 2,11.5 mi NE of Lovington,Lovington,Lea,NM,88260    ,32.996944,-103.160833,,,62.30,,
32930,O&G-Production Facility,Active,Notice of Intent,,EOG - Martha AIK Battery,21.4 mi NE of Loving,Loving,Eddy,NM,88256    ,32.405111,-103.745444,0.21,0.18,37.4,,
32932,O&G-Production Facility,Active,Notice of Intent,,Enduring Resources - Chaco 2206-02H No225H,3.14 mi SE of Counselor,Counselors,Sandoval,NM,87018    ,36.16973,-107.42988,14.4,24.9,88.4,,
32933,O&G-Production Facility,Active,Notice of Intent,,Cimarex Energy - Midway 17 Federal 3H,11.8 mi N of Maljamar,Maljamar,Lea,NM,88264    ,33.014167,-103.836667,0.43,0.36,52.84,0.03,0.003
32934,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Parkway State 17 Com 3H,15.6 mi NNE of Carlsbad,Carlsbad,Eddy,NM,88221    ,32.6627,-104.104347,,,20.99,,
32935,O&G-Production Facility,Active,Notice of Intent,,Cimarex - Gates JM Federal NCT 1-3 (Wolfcamp),2.235 mi ENE of Whites city,Whites City,Eddy,NM,88268    ,32.184722,-104.334167,22.32,1.96,2.4,,
32938,O&G-Tank Battery/Bulk Fuel Storage,Active,Minor,,XTO - Perla Negra Tank Battery,23.1 mi W of Hobbs,Hobbs,Lea,NM,88240    ,32.639444,-103.521111,35.45,67.94,92.8,1.35,0.28
32942,O&G-Production Facility,Active,Notice of Intent,,Hilcorp - Huerfanito 151/10 Twinned Production Location,13.3 mi E of Huerfano,Huerfano,San Juan,NM,87413    ,36.536667,-107.735,20.65,2.61,10,,
32943,O&G-Production Facility,Active,Notice of Intent,,Hilcorp - San Juan 28-7 98N,17.6 mi SE of Blanco,Blanco,San Juan,NM,87413    ,36.544444,-107.600278,9.34,5.67,59.07,,
32947,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Oxy USA - Patton 18 Federal 1 Battery,15.10 mi E of Malaga,Malaga,Eddy,NM,88263    ,32.219,-103.83075,0.553,0.835,11,0.036,0.549
32950,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Linn Op - Phillips Lea North & South Tank Battery,10.5 mi SE of Maljamar,Maljamar,Lea,NM,88264    ,32.791631,-103.598889,1.2,1.8,18.7,,10.5
32953,O&G-Tank Battery/Bulk Fuel Storage,Active,Notice of Intent,,Apache Corporation - E L Federal Battery,0.2 mi E of Loco Hills,Loco Hills,Eddy,NM,88255    ,32.819147,-103.9697,,,25.5,,16.7
